DayIndex,Date,Hour,Team,Minimo,Capacity,LB_slot
189,2022-05-08,21-22,B,-1,0,0
190,2022-05-09,09-10,A,3,19,0
190,2022-05-09,09-10,B,2,19,0
190,2022-05-09,10-11,A,4,19,0
190,2022-05-09,10-11,B,2,19,0
190,2022-05-09,11-12,A,4,19,0
190,2022-05-09,11-12,B,4,19,0
190,2022-05-09,12-13,A,4,19,0
190,2022-05-09,12-13,B,4,19,0
190,2022-05-09,13-14,A,4,19,0
190,2022-05-09,13-14,B,4,19,0
190,2022-05-09,14-15,A,4,19,0
190,2022-05-09,14-15,B,4,19,0
190,2022-05-09,15-16,A,3,19,0
190,2022-05-09,15-16,B,2,19,0
190,2022-05-09,16-17,A,3,19,0
190,2022-05-09,16-17,B,2,19,0
190,2022-05-09,17-18,A,3,19,0
190,2022-05-09,17-18,B,2,19,0
190,2022-05-09,18-19,A,4,19,0
190,2022-05-09,18-19,B,3,19,0
190,2022-05-09,19-20,A,4,19,0
190,2022-05-09,19-20,B,4,19,0
190,2022-05-09,20-21,A,4,19,0
190,2022-05-09,20-21,B,3,19,0
190,2022-05-09,21-22,A,4,19,0
190,2022-05-09,21-22,B,4,19,0
191,2022-05-10,09-10,A,3,19,0
191,2022-05-10,09-10,B,2,19,0
191,2022-05-10,10-11,A,4,19,0
191,2022-05-10,10-11,B,3,19,0
191,2022-05-10,11-12,A,4,19,0
191,2022-05-10,11-12,B,4,19,0
191,2022-05-10,12-13,A,4,19,0
191,2022-05-10,12-13,B,4,19,0
191,2022-05-10,13-14,A,4,19,0
191,2022-05-10,13-14,B,4,19,0
191,2022-05-10,14-15,A,4,19,0
191,2022-05-10,14-15,B,4,19,0
191,2022-05-10,15-16,A,2,19,0
191,2022-05-10,15-16,B,2,19,0
191,2022-05-10,16-17,A,2,19,0
191,2022-05-10,16-17,B,2,19,0
191,2022-05-10,17-18,A,3,19,0
191,2022-05-10,17-18,B,2,19,0
191,2022-05-10,18-19,A,4,19,0
191,2022-05-10,18-19,B,3,19,0
191,2022-05-10,19-20,A,4,19,0
191,2022-05-10,19-20,B,3,19,0
191,2022-05-10,20-21,A,4,19,0
191,2022-05-10,20-21,B,3,19,0
191,2022-05-10,21-22,A,4,19,0
191,2022-05-10,21-22,B,3,19,0
192,2022-05-11,09-10,A,3,19,0
192,2022-05-11,09-10,B,2,19,0
192,2022-05-11,10-11,A,4,19,0
192,2022-05-11,10-11,B,3,19,0
192,2022-05-11,11-12,A,4,19,0
192,2022-05-11,11-12,B,4,19,0
192,2022-05-11,12-13,A,4,19,0
192,2022-05-11,12-13,B,4,19,0
192,2022-05-11,13-14,A,4,19,0
192,2022-05-11,13-14,B,4,19,0
192,2022-05-11,14-15,A,4,19,0
192,2022-05-11,14-15,B,4,19,0
192,2022-05-11,15-16,A,3,19,0
192,2022-05-11,15-16,B,2,19,0
192,2022-05-11,16-17,A,2,19,0
192,2022-05-11,16-17,B,1,19,0
192,2022-05-11,17-18,A,3,19,0
192,2022-05-11,17-18,B,2,19,0
192,2022-05-11,18-19,A,4,19,0
192,2022-05-11,18-19,B,4,19,0
192,2022-05-11,19-20,A,4,19,0
192,2022-05-11,19-20,B,3,19,0
192,2022-05-11,20-21,A,4,19,0
192,2022-05-11,20-21,B,3,19,0
192,2022-05-11,21-22,A,3,19,0
192,2022-05-11,21-22,B,3,19,0
193,2022-05-12,09-10,A,3,19,0
193,2022-05-12,09-10,B,2,19,0
193,2022-05-12,10-11,A,4,19,0
193,2022-05-12,10-11,B,3,19,0
193,2022-05-12,11-12,A,4,19,0
193,2022-05-12,11-12,B,3,19,0
193,2022-05-12,12-13,A,4,19,0
193,2022-05-12,12-13,B,4,19,0
193,2022-05-12,13-14,A,4,19,0
193,2022-05-12,13-14,B,4,19,0
193,2022-05-12,14-15,A,4,19,0
193,2022-05-12,14-15,B,4,19,0
193,2022-05-12,15-16,A,2,19,0
193,2022-05-12,15-16,B,2,19,0
193,2022-05-12,16-17,A,2,19,0
193,2022-05-12,16-17,B,2,19,0
193,2022-05-12,17-18,A,3,19,0
193,2022-05-12,17-18,B,2,19,0
193,2022-05-12,18-19,A,4,19,0
193,2022-05-12,18-19,B,3,19,0
193,2022-05-12,19-20,A,4,19,0
193,2022-05-12,19-20,B,4,19,0
193,2022-05-12,20-21,A,4,19,0
193,2022-05-12,20-21,B,2,19,0
193,2022-05-12,21-22,A,3,19,0
193,2022-05-12,21-22,B,2,19,0
194,2022-05-13,09-10,A,4,19,0
194,2022-05-13,09-10,B,3,19,0
194,2022-05-13,10-11,A,4,19,0
194,2022-05-13,10-11,B,4,19,0
194,2022-05-13,11-12,A,4,19,0
194,2022-05-13,11-12,B,4,19,0
194,2022-05-13,12-13,A,4,19,0
194,2022-05-13,12-13,B,4,19,0
194,2022-05-13,13-14,A,4,19,0
194,2022-05-13,13-14,B,4,19,0
194,2022-05-13,14-15,A,4,19,0
194,2022-05-13,14-15,B,4,19,0
194,2022-05-13,15-16,A,3,19,0
194,2022-05-13,15-16,B,2,19,0
194,2022-05-13,16-17,A,3,19,0
194,2022-05-13,16-17,B,2,19,0
194,2022-05-13,17-18,A,4,19,0
194,2022-05-13,17-18,B,3,19,0
194,2022-05-13,18-19,A,4,19,0
194,2022-05-13,18-19,B,4,19,0
194,2022-05-13,19-20,A,4,19,0
194,2022-05-13,19-20,B,4,19,0
194,2022-05-13,20-21,A,4,19,0
194,2022-05-13,20-21,B,4,19,0
194,2022-05-13,21-22,A,4,19,0
194,2022-05-13,21-22,B,2,19,0
195,2022-05-14,09-10,A,4,19,0
195,2022-05-14,09-10,B,2,19,0
195,2022-05-14,10-11,A,4,19,0
195,2022-05-14,10-11,B,4,19,0
195,2022-05-14,11-12,A,4,19,0
195,2022-05-14,11-12,B,4,19,0
195,2022-05-14,12-13,A,4,19,0
195,2022-05-14,12-13,B,4,19,0
195,2022-05-14,13-14,A,4,19,0
195,2022-05-14,13-14,B,4,19,0
195,2022-05-14,14-15,A,4,19,0
195,2022-05-14,14-15,B,4,19,0
195,2022-05-14,15-16,A,3,19,0
195,2022-05-14,15-16,B,2,19,0
195,2022-05-14,16-17,A,2,19,0
195,2022-05-14,16-17,B,2,19,0
195,2022-05-14,17-18,A,3,19,0
195,2022-05-14,17-18,B,2,19,0
195,2022-05-14,18-19,A,4,19,0
195,2022-05-14,18-19,B,3,19,0
195,2022-05-14,19-20,A,4,19,0
195,2022-05-14,19-20,B,4,19,0
195,2022-05-14,20-21,A,4,19,0
195,2022-05-14,20-21,B,4,19,0
195,2022-05-14,21-22,A,4,19,0
195,2022-05-14,21-22,B,4,19,0
196,2022-05-15,09-10,A,-1,0,0
196,2022-05-15,09-10,B,-1,0,0
196,2022-05-15,10-11,A,-1,0,0
196,2022-05-15,10-11,B,-1,0,0
196,2022-05-15,11-12,A,-1,0,0
196,2022-05-15,11-12,B,-1,0,0
196,2022-05-15,12-13,A,-1,0,0
196,2022-05-15,12-13,B,-1,0,0
196,2022-05-15,13-14,A,-1,0,0
196,2022-05-15,13-14,B,-1,0,0
196,2022-05-15,14-15,A,-1,0,0
196,2022-05-15,14-15,B,-1,0,0
196,2022-05-15,15-16,A,-1,0,0
196,2022-05-15,15-16,B,-1,0,0
196,2022-05-15,16-17,A,-1,0,0
196,2022-05-15,16-17,B,-1,0,0
196,2022-05-15,17-18,A,-1,0,0
196,2022-05-15,17-18,B,-1,0,0
196,2022-05-15,18-19,A,-1,0,0
196,2022-05-15,18-19,B,-1,0,0
196,2022-05-15,19-20,A,-1,0,0
196,2022-05-15,19-20,B,-1,0,0
196,2022-05-15,20-21,A,-1,0,0
196,2022-05-15,20-21,B,-1,0,0
196,2022-05-15,21-22,A,-1,0,0
196,2022-05-15,21-22,B,-1,0,0
197,2022-05-16,09-10,A,3,19,0
197,2022-05-16,09-10,B,2,19,0
197,2022-05-16,10-11,A,3,19,0
197,2022-05-16,10-11,B,3,19,0
197,2022-05-16,11-12,A,4,19,0
197,2022-05-16,11-12,B,4,19,0
197,2022-05-16,12-13,A,4,19,0
197,2022-05-16,12-13,B,4,19,0
197,2022-05-16,13-14,A,4,19,0
197,2022-05-16,13-14,B,4,19,0
197,2022-05-16,14-15,A,4,19,0
197,2022-05-16,14-15,B,4,19,0
197,2022-05-16,15-16,A,3,19,0
197,2022-05-16,15-16,B,1,19,0
197,2022-05-16,16-17,A,2,19,0
197,2022-05-16,16-17,B,2,19,0
197,2022-05-16,17-18,A,3,19,0
197,2022-05-16,17-18,B,2,19,0
197,2022-05-16,18-19,A,4,19,0
197,2022-05-16,18-19,B,3,19,0
197,2022-05-16,19-20,A,4,19,0
197,2022-05-16,19-20,B,4,19,0
197,2022-05-16,20-21,A,4,19,0
197,2022-05-16,20-21,B,4,19,0
197,2022-05-16,21-22,A,4,19,0
197,2022-05-16,21-22,B,4,19,0
198,2022-05-17,09-10,A,3,19,0
198,2022-05-17,09-10,B,2,19,0
198,2022-05-17,10-11,A,4,19,0
198,2022-05-17,10-11,B,3,19,0
198,2022-05-17,11-12,A,4,19,0
198,2022-05-17,11-12,B,4,19,0
198,2022-05-17,12-13,A,4,19,0
198,2022-05-17,12-13,B,4,19,0
198,2022-05-17,13-14,A,4,19,0
198,2022-05-17,13-14,B,4,19,0
198,2022-05-17,14-15,A,4,19,0
198,2022-05-17,14-15,B,4,19,0
198,2022-05-17,15-16,A,2,19,0
198,2022-05-17,15-16,B,1,19,0
198,2022-05-17,16-17,A,2,19,0
198,2022-05-17,16-17,B,2,19,0
198,2022-05-17,17-18,A,3,19,0
198,2022-05-17,17-18,B,2,19,0
198,2022-05-17,18-19,A,3,19,0
198,2022-05-17,18-19,B,3,19,0
198,2022-05-17,19-20,A,4,19,0
198,2022-05-17,19-20,B,3,19,0
198,2022-05-17,20-21,A,4,19,0
198,2022-05-17,20-21,B,3,19,0
198,2022-05-17,21-22,A,4,19,0
198,2022-05-17,21-22,B,2,19,0
199,2022-05-18,09-10,A,4,19,0
199,2022-05-18,09-10,B,3,19,0
199,2022-05-18,10-11,A,4,19,0
199,2022-05-18,10-11,B,4,19,0
199,2022-05-18,11-12,A,4,19,0
199,2022-05-18,11-12,B,4,19,0
199,2022-05-18,12-13,A,4,19,0
199,2022-05-18,12-13,B,4,19,0
199,2022-05-18,13-14,A,4,19,0
199,2022-05-18,13-14,B,4,19,0
199,2022-05-18,14-15,A,4,19,0
199,2022-05-18,14-15,B,4,19,0
199,2022-05-18,15-16,A,3,19,0
199,2022-05-18,15-16,B,2,19,0
199,2022-05-18,16-17,A,2,19,0
199,2022-05-18,16-17,B,2,19,0
199,2022-05-18,17-18,A,3,19,0
199,2022-05-18,17-18,B,2,19,0
199,2022-05-18,18-19,A,4,19,0
199,2022-05-18,18-19,B,3,19,0
199,2022-05-18,19-20,A,4,19,0
199,2022-05-18,19-20,B,4,19,0
199,2022-05-18,20-21,A,4,19,0
199,2022-05-18,20-21,B,3,19,0
199,2022-05-18,21-22,A,4,19,0
199,2022-05-18,21-22,B,3,19,0
200,2022-05-19,09-10,A,3,19,0
200,2022-05-19,09-10,B,2,19,0
200,2022-05-19,10-11,A,4,19,0
200,2022-05-19,10-11,B,4,19,0
200,2022-05-19,11-12,A,4,19,0
200,2022-05-19,11-12,B,4,19,0
200,2022-05-19,12-13,A,4,19,0
200,2022-05-19,12-13,B,4,19,0
200,2022-05-19,13-14,A,4,19,0
200,2022-05-19,13-14,B,4,19,0
200,2022-05-19,14-15,A,4,19,0
200,2022-05-19,14-15,B,4,19,0
200,2022-05-19,15-16,A,2,19,0
200,2022-05-19,15-16,B,2,19,0
200,2022-05-19,16-17,A,2,19,0
200,2022-05-19,16-17,B,2,19,0
200,2022-05-19,17-18,A,3,19,0
200,2022-05-19,17-18,B,2,19,0
200,2022-05-19,18-19,A,4,19,0
200,2022-05-19,18-19,B,3,19,0
200,2022-05-19,19-20,A,4,19,0
200,2022-05-19,19-20,B,3,19,0
200,2022-05-19,20-21,A,4,19,0
200,2022-05-19,20-21,B,3,19,0
200,2022-05-19,21-22,A,3,19,0
200,2022-05-19,21-22,B,3,19,0
201,2022-05-20,09-10,A,4,19,0
201,2022-05-20,09-10,B,2,19,0
201,2022-05-20,10-11,A,4,19,0
201,2022-05-20,10-11,B,4,19,0
201,2022-05-20,11-12,A,4,19,0
201,2022-05-20,11-12,B,4,19,0
201,2022-05-20,12-13,A,4,19,0
201,2022-05-20,12-13,B,4,19,0
201,2022-05-20,13-14,A,4,19,0
201,2022-05-20,13-14,B,4,19,0
201,2022-05-20,14-15,A,4,19,0
201,2022-05-20,14-15,B,4,19,0
201,2022-05-20,15-16,A,3,19,0
201,2022-05-20,15-16,B,2,19,0
201,2022-05-20,16-17,A,3,19,0
201,2022-05-20,16-17,B,3,19,0
201,2022-05-20,17-18,A,4,19,0
201,2022-05-20,17-18,B,4,19,0
201,2022-05-20,18-19,A,4,19,0
201,2022-05-20,18-19,B,3,19,0
201,2022-05-20,19-20,A,4,19,0
201,2022-05-20,19-20,B,3,19,0
201,2022-05-20,20-21,A,4,19,0
201,2022-05-20,20-21,B,4,19,0
201,2022-05-20,21-22,A,4,19,0
201,2022-05-20,21-22,B,4,19,0
202,2022-05-21,09-10,A,3,19,0
202,2022-05-21,09-10,B,2,19,0
202,2022-05-21,10-11,A,4,19,0
202,2022-05-21,10-11,B,4,19,0
202,2022-05-21,11-12,A,4,19,0
202,2022-05-21,11-12,B,4,19,0
202,2022-05-21,12-13,A,4,19,0
202,2022-05-21,12-13,B,4,19,0
202,2022-05-21,13-14,A,4,19,0
202,2022-05-21,13-14,B,4,19,0
202,2022-05-21,14-15,A,4,19,0
202,2022-05-21,14-15,B,4,19,0
202,2022-05-21,15-16,A,3,19,0
202,2022-05-21,15-16,B,2,19,0
202,2022-05-21,16-17,A,3,19,0
202,2022-05-21,16-17,B,3,19,0
202,2022-05-21,17-18,A,3,19,0
202,2022-05-21,17-18,B,2,19,0
202,2022-05-21,18-19,A,4,19,0
202,2022-05-21,18-19,B,3,19,0
202,2022-05-21,19-20,A,4,19,0
202,2022-05-21,19-20,B,3,19,0
202,2022-05-21,20-21,A,4,19,0
202,2022-05-21,20-21,B,3,19,0
202,2022-05-21,21-22,A,4,19,0
202,2022-05-21,21-22,B,4,19,0
203,2022-05-22,09-10,A,-1,0,0
203,2022-05-22,09-10,B,-1,0,0
203,2022-05-22,10-11,A,-1,0,0
203,2022-05-22,10-11,B,-1,0,0
203,2022-05-22,11-12,A,-1,0,0
203,2022-05-22,11-12,B,-1,0,0
203,2022-05-22,12-13,A,-1,0,0
203,2022-05-22,12-13,B,-1,0,0
203,2022-05-22,13-14,A,-1,0,0
203,2022-05-22,13-14,B,-1,0,0
203,2022-05-22,14-15,A,-1,0,0
203,2022-05-22,14-15,B,-1,0,0
203,2022-05-22,15-16,A,-1,0,0
203,2022-05-22,15-16,B,-1,0,0
203,2022-05-22,16-17,A,-1,0,0
203,2022-05-22,16-17,B,-1,0,0
203,2022-05-22,17-18,A,-1,0,0
203,2022-05-22,17-18,B,-1,0,0
203,2022-05-22,18-19,A,-1,0,0
203,2022-05-22,18-19,B,-1,0,0
203,2022-05-22,19-20,A,-1,0,0
203,2022-05-22,19-20,B,-1,0,0
203,2022-05-22,20-21,A,-1,0,0
203,2022-05-22,20-21,B,-1,0,0
203,2022-05-22,21-22,A,-1,0,0
203,2022-05-22,21-22,B,-1,0,0
204,2022-05-23,09-10,A,3,19,0
204,2022-05-23,09-10,B,2,19,0
204,2022-05-23,10-11,A,4,19,0
204,2022-05-23,10-11,B,3,19,0
204,2022-05-23,11-12,A,4,19,0
204,2022-05-23,11-12,B,3,19,0
204,2022-05-23,12-13,A,4,19,0
204,2022-05-23,12-13,B,4,19,0
204,2022-05-23,13-14,A,4,19,0
204,2022-05-23,13-14,B,4,19,0
204,2022-05-23,14-15,A,4,19,0
204,2022-05-23,14-15,B,4,19,0
204,2022-05-23,15-16,A,2,19,0
204,2022-05-23,15-16,B,2,19,0
204,2022-05-23,16-17,A,2,19,0
204,2022-05-23,16-17,B,2,19,0
204,2022-05-23,17-18,A,3,19,0
204,2022-05-23,17-18,B,2,19,0
204,2022-05-23,18-19,A,4,19,0
204,2022-05-23,18-19,B,3,19,0
204,2022-05-23,19-20,A,4,19,0
204,2022-05-23,19-20,B,4,19,0
204,2022-05-23,20-21,A,4,19,0
204,2022-05-23,20-21,B,4,19,0
204,2022-05-23,21-22,A,3,19,0
204,2022-05-23,21-22,B,3,19,0
205,2022-05-24,09-10,A,3,19,0
205,2022-05-24,09-10,B,2,19,0
205,2022-05-24,10-11,A,4,19,0
205,2022-05-24,10-11,B,3,19,0
205,2022-05-24,11-12,A,4,19,0
205,2022-05-24,11-12,B,4,19,0
205,2022-05-24,12-13,A,4,19,0
205,2022-05-24,12-13,B,4,19,0
205,2022-05-24,13-14,A,4,19,0
205,2022-05-24,13-14,B,4,19,0
205,2022-05-24,14-15,A,4,19,0
205,2022-05-24,14-15,B,4,19,0
205,2022-05-24,15-16,A,3,19,0
205,2022-05-24,15-16,B,2,19,0
205,2022-05-24,16-17,A,2,19,0
205,2022-05-24,16-17,B,1,19,0
205,2022-05-24,17-18,A,2,19,0
205,2022-05-24,17-18,B,2,19,0
205,2022-05-24,18-19,A,3,19,0
205,2022-05-24,18-19,B,3,19,0
205,2022-05-24,19-20,A,4,19,0
205,2022-05-24,19-20,B,4,19,0
205,2022-05-24,20-21,A,4,19,0
205,2022-05-24,20-21,B,4,19,0
205,2022-05-24,21-22,A,4,19,0
205,2022-05-24,21-22,B,2,19,0
206,2022-05-25,09-10,A,3,19,0
206,2022-05-25,09-10,B,2,19,0
206,2022-05-25,10-11,A,4,19,0
206,2022-05-25,10-11,B,3,19,0
206,2022-05-25,11-12,A,4,19,0
206,2022-05-25,11-12,B,4,19,0
206,2022-05-25,12-13,A,4,19,0
206,2022-05-25,12-13,B,4,19,0
206,2022-05-25,13-14,A,4,19,0
206,2022-05-25,13-14,B,4,19,0
206,2022-05-25,14-15,A,4,19,0
206,2022-05-25,14-15,B,4,19,0
206,2022-05-25,15-16,A,3,19,0
206,2022-05-25,15-16,B,2,19,0
206,2022-05-25,16-17,A,2,19,0
206,2022-05-25,16-17,B,1,19,0
206,2022-05-25,17-18,A,2,19,0
206,2022-05-25,17-18,B,2,19,0
206,2022-05-25,18-19,A,3,19,0
206,2022-05-25,18-19,B,3,19,0
206,2022-05-25,19-20,A,4,19,0
206,2022-05-25,19-20,B,3,19,0
206,2022-05-25,20-21,A,4,19,0
206,2022-05-25,20-21,B,4,19,0
206,2022-05-25,21-22,A,3,19,0
206,2022-05-25,21-22,B,2,19,0
207,2022-05-26,09-10,A,3,19,0
207,2022-05-26,09-10,B,2,19,0
207,2022-05-26,10-11,A,4,19,0
207,2022-05-26,10-11,B,3,19,0
207,2022-05-26,11-12,A,4,19,0
207,2022-05-26,11-12,B,4,19,0
207,2022-05-26,12-13,A,4,19,0
207,2022-05-26,12-13,B,4,19,0
207,2022-05-26,13-14,A,4,19,0
207,2022-05-26,13-14,B,4,19,0
207,2022-05-26,14-15,A,4,19,0
207,2022-05-26,14-15,B,4,19,0
207,2022-05-26,15-16,A,3,19,0
207,2022-05-26,15-16,B,2,19,0
207,2022-05-26,16-17,A,2,19,0
207,2022-05-26,16-17,B,2,19,0
207,2022-05-26,17-18,A,3,19,0
207,2022-05-26,17-18,B,2,19,0
207,2022-05-26,18-19,A,4,19,0
207,2022-05-26,18-19,B,3,19,0
207,2022-05-26,19-20,A,4,19,0
207,2022-05-26,19-20,B,4,19,0
207,2022-05-26,20-21,A,4,19,0
207,2022-05-26,20-21,B,3,19,0
207,2022-05-26,21-22,A,3,19,0
207,2022-05-26,21-22,B,2,19,0
208,2022-05-27,09-10,A,3,19,0
208,2022-05-27,09-10,B,2,19,0
208,2022-05-27,10-11,A,4,19,0
208,2022-05-27,10-11,B,4,19,0
208,2022-05-27,11-12,A,4,19,0
208,2022-05-27,11-12,B,4,19,0
208,2022-05-27,12-13,A,4,19,0
208,2022-05-27,12-13,B,4,19,0
208,2022-05-27,13-14,A,4,19,0
208,2022-05-27,13-14,B,4,19,0
208,2022-05-27,14-15,A,4,19,0
208,2022-05-27,14-15,B,4,19,0
208,2022-05-27,15-16,A,3,19,0
208,2022-05-27,15-16,B,2,19,0
208,2022-05-27,16-17,A,3,19,0
208,2022-05-27,16-17,B,2,19,0
208,2022-05-27,17-18,A,3,19,0
208,2022-05-27,17-18,B,3,19,0
208,2022-05-27,18-19,A,4,19,0
208,2022-05-27,18-19,B,4,19,0
208,2022-05-27,19-20,A,4,19,0
208,2022-05-27,19-20,B,4,19,0
208,2022-05-27,20-21,A,4,19,0
208,2022-05-27,20-21,B,4,19,0
208,2022-05-27,21-22,A,3,19,0
208,2022-05-27,21-22,B,3,19,0
209,2022-05-28,09-10,A,3,19,0
209,2022-05-28,09-10,B,3,19,0
209,2022-05-28,10-11,A,4,19,0
209,2022-05-28,10-11,B,4,19,0
209,2022-05-28,11-12,A,4,19,0
209,2022-05-28,11-12,B,4,19,0
209,2022-05-28,12-13,A,4,19,0
209,2022-05-28,12-13,B,4,19,0
209,2022-05-28,13-14,A,4,19,0
209,2022-05-28,13-14,B,4,19,0
209,2022-05-28,14-15,A,4,19,0
209,2022-05-28,14-15,B,4,19,0
209,2022-05-28,15-16,A,3,19,0
209,2022-05-28,15-16,B,2,19,0
209,2022-05-28,16-17,A,3,19,0
209,2022-05-28,16-17,B,2,19,0
209,2022-05-28,17-18,A,3,19,0
209,2022-05-28,17-18,B,2,19,0
209,2022-05-28,18-19,A,4,19,0
209,2022-05-28,18-19,B,3,19,0
209,2022-05-28,19-20,A,4,19,0
209,2022-05-28,19-20,B,4,19,0
209,2022-05-28,20-21,A,4,19,0
209,2022-05-28,20-21,B,4,19,0
209,2022-05-28,21-22,A,4,19,0
209,2022-05-28,21-22,B,3,19,0
210,2022-05-29,09-10,A,-1,0,0
210,2022-05-29,09-10,B,-1,0,0
210,2022-05-29,10-11,A,-1,0,0
210,2022-05-29,10-11,B,-1,0,0
210,2022-05-29,11-12,A,-1,0,0
210,2022-05-29,11-12,B,-1,0,0
210,2022-05-29,12-13,A,-1,0,0
210,2022-05-29,12-13,B,-1,0,0
210,2022-05-29,13-14,A,-1,0,0
210,2022-05-29,13-14,B,-1,0,0
210,2022-05-29,14-15,A,-1,0,0
210,2022-05-29,14-15,B,-1,0,0
210,2022-05-29,15-16,A,-1,0,0
210,2022-05-29,15-16,B,-1,0,0
210,2022-05-29,16-17,A,-1,0,0
210,2022-05-29,16-17,B,-1,0,0
210,2022-05-29,17-18,A,-1,0,0
210,2022-05-29,17-18,B,-1,0,0
210,2022-05-29,18-19,A,-1,0,0
210,2022-05-29,18-19,B,-1,0,0
210,2022-05-29,19-20,A,-1,0,0
210,2022-05-29,19-20,B,-1,0,0
210,2022-05-29,20-21,A,-1,0,0
210,2022-05-29,20-21,B,-1,0,0
210,2022-05-29,21-22,A,-1,0,0
210,2022-05-29,21-22,B,-1,0,0
211,2022-05-30,09-10,A,3,19,0
211,2022-05-30,09-10,B,2,19,0
211,2022-05-30,10-11,A,4,19,0
211,2022-05-30,10-11,B,3,19,0
211,2022-05-30,11-12,A,4,19,0
211,2022-05-30,11-12,B,3,19,0
211,2022-05-30,12-13,A,4,19,0
211,2022-05-30,12-13,B,4,19,0
211,2022-05-30,13-14,A,4,19,0
211,2022-05-30,13-14,B,4,19,0
211,2022-05-30,14-15,A,4,19,0
211,2022-05-30,14-15,B,4,19,0
211,2022-05-30,15-16,A,2,19,0
211,2022-05-30,15-16,B,2,19,0
211,2022-05-30,16-17,A,2,19,0
211,2022-05-30,16-17,B,2,19,0
211,2022-05-30,17-18,A,3,19,0
211,2022-05-30,17-18,B,2,19,0
211,2022-05-30,18-19,A,4,19,0
211,2022-05-30,18-19,B,3,19,0
211,2022-05-30,19-20,A,4,19,0
211,2022-05-30,19-20,B,4,19,0
211,2022-05-30,20-21,A,4,19,0
211,2022-05-30,20-21,B,4,19,0
211,2022-05-30,21-22,A,3,19,0
211,2022-05-30,21-22,B,3,19,0
212,2022-05-31,09-10,A,3,19,0
212,2022-05-31,09-10,B,2,19,0
212,2022-05-31,10-11,A,4,19,0
212,2022-05-31,10-11,B,3,19,0
212,2022-05-31,11-12,A,4,19,0
212,2022-05-31,11-12,B,4,19,0
212,2022-05-31,12-13,A,4,19,0
212,2022-05-31,12-13,B,4,19,0
212,2022-05-31,13-14,A,4,19,0
212,2022-05-31,13-14,B,4,19,0
212,2022-05-31,14-15,A,4,19,0
212,2022-05-31,14-15,B,4,19,0
212,2022-05-31,15-16,A,3,19,0
212,2022-05-31,15-16,B,2,19,0
212,2022-05-31,16-17,A,2,19,0
212,2022-05-31,16-17,B,1,19,0
212,2022-05-31,17-18,A,2,19,0
212,2022-05-31,17-18,B,2,19,0
212,2022-05-31,18-19,A,3,19,0
212,2022-05-31,18-19,B,3,19,0
212,2022-05-31,19-20,A,4,19,0
212,2022-05-31,19-20,B,4,19,0
212,2022-05-31,20-21,A,4,19,0
212,2022-05-31,20-21,B,4,19,0
212,2022-05-31,21-22,A,4,19,0
212,2022-05-31,21-22,B,2,19,0
213,2022-06-01,09-10,A,2,19,0
213,2022-06-01,09-10,B,2,19,0
213,2022-06-01,10-11,A,4,19,0
213,2022-06-01,10-11,B,3,19,0
213,2022-06-01,11-12,A,4,19,0
213,2022-06-01,11-12,B,3,19,0
213,2022-06-01,12-13,A,4,19,0
213,2022-06-01,12-13,B,4,19,0
213,2022-06-01,13-14,A,4,19,0
213,2022-06-01,13-14,B,4,19,0
213,2022-06-01,14-15,A,4,19,0
213,2022-06-01,14-15,B,3,19,0
213,2022-06-01,15-16,A,2,19,0
213,2022-06-01,15-16,B,2,19,0
213,2022-06-01,16-17,A,2,19,0
213,2022-06-01,16-17,B,1,19,0
213,2022-06-01,17-18,A,3,19,0
213,2022-06-01,17-18,B,2,19,0
213,2022-06-01,18-19,A,4,19,0
213,2022-06-01,18-19,B,3,19,0
213,2022-06-01,19-20,A,4,19,0
213,2022-06-01,19-20,B,4,19,0
213,2022-06-01,20-21,A,4,19,0
213,2022-06-01,20-21,B,3,19,0
213,2022-06-01,21-22,A,3,19,0
213,2022-06-01,21-22,B,2,19,0
214,2022-06-02,09-10,A,3,19,0
214,2022-06-02,09-10,B,2,19,0
214,2022-06-02,10-11,A,4,19,0
214,2022-06-02,10-11,B,3,19,0
214,2022-06-02,11-12,A,4,19,0
214,2022-06-02,11-12,B,4,19,0
214,2022-06-02,12-13,A,4,19,0
214,2022-06-02,12-13,B,4,19,0
214,2022-06-02,13-14,A,4,19,0
214,2022-06-02,13-14,B,4,19,0
214,2022-06-02,14-15,A,4,19,0
214,2022-06-02,14-15,B,4,19,0
214,2022-06-02,15-16,A,2,19,0
214,2022-06-02,15-16,B,2,19,0
214,2022-06-02,16-17,A,2,19,0
214,2022-06-02,16-17,B,2,19,0
214,2022-06-02,17-18,A,3,19,0
214,2022-06-02,17-18,B,2,19,0
214,2022-06-02,18-19,A,4,19,0
214,2022-06-02,18-19,B,3,19,0
214,2022-06-02,19-20,A,4,19,0
214,2022-06-02,19-20,B,3,19,0
214,2022-06-02,20-21,A,4,19,0
214,2022-06-02,20-21,B,4,19,0
214,2022-06-02,21-22,A,3,19,0
214,2022-06-02,21-22,B,1,19,0
215,2022-06-03,09-10,A,4,19,0
215,2022-06-03,09-10,B,2,19,0
215,2022-06-03,10-11,A,4,19,0
215,2022-06-03,10-11,B,4,19,0
215,2022-06-03,11-12,A,4,19,0
215,2022-06-03,11-12,B,4,19,0
215,2022-06-03,12-13,A,4,19,0
215,2022-06-03,12-13,B,4,19,0
215,2022-06-03,13-14,A,4,19,0
215,2022-06-03,13-14,B,4,19,0
